record_id,community_id,noc_code,noc_title,sector,year,is_secondary,restriction_notes,source_url,source_type,first_seen_at,last_seen_at,status,manual_override,review_status
pictou-county|21211|2026,pictou-county,21211,Data scientists,Natural and applied sciences and related occupations,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|21220|2026,pictou-county,21220,Cybersecurity specialists,Natural and applied sciences and related occupations,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|21301|2026,pictou-county,21301,Mechanical engineers,Natural and applied sciences and related occupations,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|22212|2026,pictou-county,22212,Drafting technologists and technicians,Natural and applied sciences and related occupations,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|22301|2026,pictou-county,22301,Mechanical engineering technologists and technicians,Natural and applied sciences and related occupations,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|31120|2026,pictou-county,31120,Pharmacists,Health,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|33103|2026,pictou-county,33103,Pharmacy technical assistants and pharmacy technicians,Health,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|42202|2026,pictou-county,42202,Early childhood educators and assistants,"Education, law and social, community and government services",2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|60020|2026,pictou-county,60020,Retail and wholesale trade managers,Sales and service,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|63200|2026,pictou-county,63200,Cooks,Sales and service,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|63202|2026,pictou-county,63202,Bakers,Sales and service,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|72100|2026,pictou-county,72100,Machinists and machining and tooling inspectors,Trades and transport,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|72310|2026,pictou-county,72310,Carpenters,Trades and transport,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|72400|2026,pictou-county,72400,Construction millwrights and industrial mechanics,Trades and transport,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|72402|2026,pictou-county,72402,"Heating, refrigeration and air conditioning mechanics",Trades and transport,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|72410|2026,pictou-county,72410,"Automotive service technicians, truck and bus mechanics and mechanical repairers",Trades and transport,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|72411|2026,pictou-county,72411,"Auto body collision, refinishing and glass technicians and damage repair estimators",Trades and transport,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|73210|2026,pictou-county,73210,"Plasterers, drywall installers and finishers and lathers",Trades and transport,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|75101|2026,pictou-county,75101,Material Handler,Trades and transport,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|92014|2026,pictou-county,92014,"Supervisors, forest products processing",Manufacturing and utilities,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|94132|2026,pictou-county,94132,Industrial sewing machine operators,Manufacturing and utilities,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|94152|2026,pictou-county,94152,Binding and finishing machine operators,Manufacturing and utilities,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|94201|2026,pictou-county,94201,"Electronics assemblers, fabricators, inspectors and testers",Manufacturing and utilities,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
pictou-county|94211|2026,pictou-county,94211,Assemblers and inspectors of other wood products,Manufacturing and utilities,2026,FALSE,,https://pcrcip.ca/,html,2026-09-10T21:07:30.896Z,2026-09-10T21:07:30.896Z,active,FALSE,new
