record_id,community_id,employer_name,locations,sector,recruiting_status,source_url,source_type,first_seen_at,last_seen_at,status,manual_override,review_status,notes
thunder-bay|dollar-contracting-ltd-48carlavethunderbay,thunder-bay,Dollar Contracting Ltd.,"48 Carl Ave, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|dominion-motors-thunder-bay-1984-limited-882coppercrescentthunder,thunder-bay,Dominion Motors(Thunder Bay-1984)Limited,882 Copper Crescent Thunder Bay,,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|domtar-resolute-forest-products-sawmill-156darrelavenuethunderba,thunder-bay,Domtar - (Resolute Forest Products - Sawmill),"156 Darrel Avenue, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|donatis-brothers-inc-construction-1141bartonstthunderbay,thunder-bay,Donatis Brothers Inc - (Construction),"1141 Barton St, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|done-rite-imports-inc-done-rite-tires-auto-1020carrickstthunderbay,thunder-bay,Done-Rite Imports Inc.- Done-Rite Tires & Auto,"1020 Carrick St., Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|dowhos-and-kam-professional-corporation-grandview-family-dental-570redriverrdunit3thunde,thunder-bay,Dowhos and Kam Professional Corporation- Grandview Family Dental,"570 Red River Rd Unit 3, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|dr-morshed-sikder-dentistry-professional-corporation-victoria-dental-clinic-910victoriaaveethunderba,thunder-bay,Dr Morshed Sikder Dentistry Professional Corporation- Victoria Dental Clinic,"910 Victoria Ave E, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|dr-s-hadi-dentistry-professional-corporation-serene-dental-400balmoralstthunderbay,thunder-bay,Dr S. Hadi Dentistry Professional Corporation- Serene Dental,"400 Balmoral St, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|dr-nawfal-al-hashimi-dentistry-professional-corporation-thunder-bay-endodontics-167cumberlandstnthunderb,thunder-bay,Dr. Nawfal Al-Hashimi Dentistry Professional Corporation- Thunder Bay Endodontics,167 Cumberland St N Thunder Bay,,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|dr-stephen-carlson-professional-dentistry-corporation-birch-point-dental-147algomastsouththunderb,thunder-bay,Dr. Stephen Carlson Professional Dentistry Corporation- Birch Point Dental,"147 Algoma St, South Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|ds-malhi-transport-ltd-300waterstreetsouththund,thunder-bay,DS Malhi Transport ltd,"300 Water Street South, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|dusty-s-car-care-centre-319maystreetnorththunder,thunder-bay,Dusty's Car Care Centre,"319 May Street North, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|dutchak-scrap-metal-ltd-705hammondavethunderbay,thunder-bay,Dutchak Scrap Metal Ltd,"705 Hammond Ave, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|eco-carbon-foam-inc-94vibertrdsouthrosslyn,thunder-bay,Eco Carbon Foam Inc.,"94 Vibert Rd. South, Rosslyn",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|eddy-lee-s-chinese-restaurant-863redriverroadthunderba,thunder-bay,Eddy Lee's Chinese Restaurant,"863 Red River Road, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|edoardo-veneruz-pharmacy-ltd-shoppers-drug-mart-677679900earthurst425ned,thunder-bay,Edoardo Veneruz Pharmacy Ltd - Shoppers Drug Mart,"677 & 679 900 E Arthur St & 425 N Edward Street, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|edward-st-dental-136edwardstsouththunderb,thunder-bay,Edward St. Dental,"136 Edward St. South, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|elevate-nwo-102106cumberlandstreetno,thunder-bay,Elevate NWO,102-106 Cumberland Street North Thunder Bay,,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|enterprise-rent-a-car-727memorialavenuethunder,thunder-bay,Enterprise Rent-A-Car,"727 Memorial Avenue, Thunder Bay; 1100 Arthur Street West, Thunder Bay; 100 Princess Street, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|equipment-world-inc-988alloydrivethunderbay,thunder-bay,Equipment World Inc.,"988 Alloy Drive, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|fat-panda-1100memorialave3thunderb,thunder-bay,Fat Panda,"1100 Memorial Ave.#3,Thunder Bay, Arthur St W,Thunder Bay/ 843 Red River Road unit 11 Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|finn-way-general-contractor-inc-1301walshstwthunderbay,thunder-bay,Finn Way General Contractor Inc.,"1301 Walsh St W, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|five-star-bakery-1982ltdfivestarbakeryand,thunder-bay,Five Star Bakery,1982 Ltd. -Five Star Bakery and Dagwoods Bakery,,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|and-deli-225pacificaveand290eastb,thunder-bay,and Deli,"225 Pacific Ave. and 290 East Brock Street, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|flawless-threading-and-beauty-bar-inc-831maystreetnorthunit2th,thunder-bay,FLAWLESS THREADING AND BEAUTY BAR INC,"831 May Street North unit 2, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|focus-ndtis-inc-821northvickersstreetthu,thunder-bay,Focus NDTIS INC.,"821 North Vickers Street, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|forma-professional-beauty-inc-2102225-ontario-ltd-1163waterfordstthunderba,thunder-bay,Forma Professional Beauty Inc / 2102225 Ontario LTD,"1163 Waterford St, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|fountain-tire-788centralavenuethunderb,thunder-bay,FOUNTAIN TIRE,"788 CENTRAL AVENUE, THUNDER BAY",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|freight-managers-inc-5221townlineroadmurillo,thunder-bay,Freight Managers Inc,"5221 Townline Road, Murillo",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|frp-systems-ltd-804maddonnellstreetthund,thunder-bay,FRP SYSTEMS LTD.,"804 MADDONNELL STREET, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|fun-tastic-castles-25marlboroughstreetthund,thunder-bay,Fun-Tastic Castles,"25 Marlborough Street, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|g3-canada-ltd-grain-terminal-200darrelavenuethunderba,thunder-bay,G3 Canada Ltd.- Grain Terminal,"200 Darrel Avenue, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|gardaworld-security-unit206c1000fortwilliamr,thunder-bay,GardaWorld Security,"Unit 206 C - 1000 Fort William Rd, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|gardewine-trucking-and-general-freight-handling-230mainstreetthunderbay,thunder-bay,Gardewine- Trucking and General Freight Handling,"230 Main Street, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|gary-wenzel-electrical-solutions-801gorestwthunderbay,thunder-bay,Gary Wenzel Electrical Solutions,"801 Gore St W, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|gateway-casinos-entertainment-ltd-50cumberlandststhunderba,thunder-bay,Gateway Casinos & Entertainment Ltd.,"50 Cumberland St S, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|george-jeffrey-children-s-centre-200brockstreeteastthunde,thunder-bay,George Jeffrey Children's Centre,"200 Brock Street East, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|gerry-s-driving-academy-270windsoravethunderbay,thunder-bay,Gerry's driving academy,"270 Windsor Ave, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|gfl-environmental-3000highway61thunderbay,thunder-bay,GFL Environmental,"3000 Highway 61, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|gfl-environmental-services-inc-26haniakroadrosslyn,thunder-bay,GFL Environmental Services Inc,"26 Haniak Road, Rosslyn",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|giorg-114syndicateavenorththun,thunder-bay,Giorg,"114 Syndicate Ave. North, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|golden-wok-106mayststhunderbay,thunder-bay,GOLDEN WOK,"106 May St S,Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|goose-creek-investments-neebing-roadhouse-2121highway61thunderbay,thunder-bay,Goose Creek Investments - Neebing Roadhouse,"2121 Highway 61, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|gore-motors-honda-361memorialavethunderbay,thunder-bay,Gore Motors Honda,"361 Memorial Ave, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|great-canadian-oil-change-1160memorialavethunderba,thunder-bay,Great Canadian Oil Change,1160 Memorial Ave. Thunder Bay,,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|green-mantle-4744highway1117kakabecka,thunder-bay,Green Mantle,4744 Highway 11/17 Kakabecka Falls,,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|grenville-wee-wonders-daycare-inc-313grenvilleavethunderba,thunder-bay,Grenville Wee Wonders Daycare Inc.,313 Grenville Ave. Thunder Bay,,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|half-way-motors-1989-ltd-halfway-motors-nissan-940memorialavethunderbay,thunder-bay,Half-Way Motors (1989) Ltd.- Halfway Motors Nissan,"940 Memorial Ave, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|hampton-inn-suites-by-hilton-thunder-bay-760arthurstreetwestthund,thunder-bay,Hampton Inn & Suites by Hilton Thunder Bay,"760 Arthur Street West, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|harbourview-health-facility-ltd-agent-for-dr-lawrence-d-watral-dentist-1221evictoriaavenuethund,thunder-bay,"HARBOURVIEW HEALTH FACILITY LTD.- Agent for Dr. Lawrence D. Watral, Dentist",1221 E. Victoria Avenue Thunder Bay,,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|hc-transport-inc-16twincitycrossroadsthun,thunder-bay,HC Transport Inc,"16 Twin City Crossroads, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|hearinglife-canada-843redriverroadsuite3thu,thunder-bay,HearingLife Canada,"843 Red River Road, Suite 3, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|hill-street-financial-services-dougall-media-87hillstreetnorththunder,thunder-bay,HILL STREET FINANCIAL SERVICES (DOUGALL MEDIA),87 Hill Street North Thunder Bay,,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|hillcrest-neighbour-village-inc-96highstreetnorththunder,thunder-bay,HILLCREST NEIGHBOUR VILLAGE INC,"96 HIGH STREET NORTH, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|home-depot-359mainstreetthunderbay,thunder-bay,Home Depot,"359 Main Street, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|home-ec-restaurant-group-tomlin-28cumberlandstthunderbay,thunder-bay,Home Ec. Restaurant Group (Tomlin),"28 Cumberland St, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|home2-suites-by-hilton-thunder-bay-740arthurstreetwestthund,thunder-bay,Home2 Suites by Hilton Thunder Bay,"740 Arthur Street West, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|howard-johnson-by-wyndham-thunder-bay-686memorialavethunderbay,thunder-bay,Howard Johnson by Wyndham Thunder Bay,"686 Memorial Ave, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|hpg-231redriverroadthunderba,thunder-bay,HPG,"231 Red River Road, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|ingaged-creative-productions-inc-610simpsonstthunderbay,thunder-bay,Ingaged Creative Productions Inc.,610 Simpson St. Thunder Bay,,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|inspired-cabinetry-granite-inc-146gorestwestthunderbay,thunder-bay,Inspired Cabinetry & Granite Inc,"146 Gore St West, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|jaclyn-ritson-pharmacy-limited-shoppers-drug-mark-300-memorial-300memorialavenuethunder,thunder-bay,Jaclyn Ritson Pharmacy Limited- Shoppers Drug Mark (300 Memorial),300 Memorial Avenue Thunder Bay,,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|janzen-s-pharmacy-the-link-on-lillie-st-300lilliestnthunderbay,thunder-bay,Janzen's Pharmacy - The Link on Lillie St.,"300 Lillie St N, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
thunder-bay|jennifer-sullivan-psychology-professional-corporation-sullivan-associates-clinic-960alloydrivethunderbay,thunder-bay,Jennifer Sullivan Psychology Professional Corporation- Sullivan + Associates Clinical Psychology,"960 Alloy Drive, Thunder Bay",,unknown,https://gotothunderbay.ca/wp-content/uploads/2026/08/As-of-August-13-2026.pdf,pdf,2026-09-10T20:55:54.670Z,2026-09-10T20:55:54.670Z,active,FALSE,new,Source list updated: June 29 2026 | Source PDF marks some employers in red as not hiring (colour not available in text extract).
